"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NUDT8",809944.439416725,-0.496284578897983,2.58725716608798,-0.191818805414068,0.847884139906178,0.999923837534591
"CAPRIN1",1640552.38873134,-0.538931106100486,2.82773758504023,-0.190587382984768,0.848848875918592,0.999923837534591
"SPRYD4",4034592.02639523,0.152288137213237,0.799614890876562,0.190451852448988,0.848955068765911,0.999923837534591
"PFDN6",2174839.06299235,-0.406845891050209,2.13803410483544,-0.190289710594454,0.849082116100005,0.999923837534591
"PRKDC",241170.413373057,0.0677080851700097,0.356348780390537,0.190005098644664,0.849305135173496,0.999923837534591
"CORO7-PAM16",1179942.19692655,-0.150554489952222,0.793480419521838,-0.189739388960535,0.849513353507055,0.999923837534591
"SSB",151852.966855867,0.545029373781662,2.8773361159485,0.189421517618562,0.849762461120369,0.999923837534591
"KLC4",119948.454931525,-0.546471478318142,2.88536064960306,-0.189394514128873,0.849783623753841,0.999923837534591
"SLC25A5",67530161.5618889,0.0354782562043152,0.187380360949765,0.189338178368792,0.849827774434522,0.999923837534591
"TIMM23",2050609.4428445,0.364892304921641,1.92740329015394,0.189318087597795,0.849843519808896,0.999923837534591
"STAT1",628757.381458816,-0.256238130159004,1.35384929413283,-0.189266361676636,0.84988405829943,0.999923837534591
"SF3B1",78192.3293496996,0.545686787950951,2.88536098932407,0.189122536129798,0.849996778929991,0.999923837534591
"AUH",7270525.50925675,-0.0569458058318245,0.301105648088801,-0.189122343580318,0.849996929839165,0.999923837534591
"MRPL45",646684.933275203,-0.491264065123897,2.60046590407481,-0.188913865147821,0.85016032643001,0.999923837534591
"PSMD9",1910126.78069489,-0.207561007695514,1.09871918600232,-0.188911789599964,0.85016195318913,0.999923837534591
"SBSPON",265681.281554379,-0.543691187728893,2.88536032298542,-0.188430950338413,0.8505388393698,0.999923837534591
"STRAP",4109671.8470975,0.0658612384885228,0.34995646967647,0.188198373784633,0.850721147243858,0.999923837534591
"MRPL24",1449012.69480196,0.32210764972628,1.71625059127584,0.18768101311291,0.85112671511173,0.999923837534591
"ITM2B",618480.023569506,0.398018332286191,2.12579940273952,0.187232309771686,0.851478493218633,0.999923837534591
"IGLC7",984825.170355835,-0.539663560597916,2.88536012675514,-0.187035079466777,0.851633128797141,0.999923837534591
"SLC39A7",1787964.76587267,0.525966828019389,2.82811912591311,0.185977607237309,0.852462321801866,0.999923837534591
"TPSAB1",36609823.0744904,-0.0800906367730985,0.431207982134773,-0.185735515322781,0.85265217569265,0.999923837534591
"RAB35",1370528.75631147,-0.477504624828188,2.57758392533929,-0.185252794345128,0.85303076174497,0.999923837534591
"SNRPA",358645.050950456,0.533815407556977,2.88536025780141,0.185008234626388,0.853222576774302,0.999923837534591
"RAB24",211318.96575046,0.533162757886894,2.8853603996426,0.184782032065365,0.853400001497745,0.999923837534591
"PPP1R13L",1270751.67675137,0.0788083760860779,0.428184391017744,0.184052426336139,0.853972327097633,0.999923837534591
"DDI2",10037292.7134499,-0.53002481171659,2.88536006140375,-0.183694513141188,0.854253113543297,0.999923837534591
"PLP2",13164295.7117936,-0.278814811221595,1.52800446767364,-0.182469892673865,0.855213979861987,0.999923837534591
"GSK3B",439268.714732129,-0.34889289573431,1.91439034024953,-0.182247522043406,0.855388480219888,0.999923837534591
"HAX1",658576.674213515,0.524377511769408,2.88536016496813,0.181737281236501,0.855788906950277,0.999923837534591
"MARS2",147410.995182664,-0.520583398805239,2.88536053738443,-0.180422304963368,0.85682104482137,0.999923837534591
"MRPL3",306750.898867562,-0.519501043029649,2.88536028642349,-0.180047200855318,0.857115512712142,0.999923837534591
"NENF",848033.763025644,0.510059330301126,2.83358586157218,0.180004896699381,0.857148723982552,0.999923837534591
"RHEB",2293201.80997835,0.462979864248868,2.5759831784945,0.17972938181974,0.857365025681414,0.999923837534591
"APOOL",30066003.9024954,-0.0385831017185219,0.214846315483583,-0.179584656277105,0.85747865135307,0.999923837534591
"MMRN2",921493.068699665,0.150456398946275,0.838704937560489,0.179391335627405,0.857630434203411,0.999923837534591
"NME1",1353097.04792567,0.506883534060018,2.82626578066745,0.179347440544078,0.857664898512703,0.999923837534591
"SPG7",538965.052886764,-0.237852813146607,1.32624249209565,-0.17934338144359,0.857668085536982,0.999923837534591
"LRRC57",789176.219084912,-0.516919721497439,2.88536014450198,-0.179152582557995,0.857817894910798,0.999923837534591
"ESAM",493044.703385626,-0.516496018785863,2.88536019867408,-0.179005733503641,0.857933199726389,0.999923837534591
"COX6B1",663830452.096405,-0.0212877721937722,0.119273192978725,-0.178479100476243,0.858346733080302,0.999923837534591
"GK",482325.998693813,0.419866143814285,2.35934058182195,0.177959107323985,0.858755090677683,0.999923837534591
"GART",289472.641988914,-0.512501233311496,2.88536030010409,-0.177621225776555,0.859020453851173,0.999923837534591
"NOP56",133263.297711313,0.512495103601321,2.88536060028495,0.177619082880216,0.859022136875773,0.999923837534591
"KLC1",596803.621228212,0.192269462154212,1.0827240913934,0.177579370111523,0.859053327285598,0.999923837534591
"SRI",17371025.5080753,0.0392864615729956,0.221646402106715,0.177248361352063,0.859313310128945,0.999923837534591
"POLDIP2",239480.966286495,0.510015351665067,2.88536035801044,0.176759672409425,0.859697166943645,0.999923837534591
"TMEM120A",2416547.64600767,0.415409730544639,2.35564527750476,0.176346470545287,0.860021755823221,0.999923837534591
"EIF5A",15680903.0932031,0.0577585670544998,0.327659660782746,0.176276099769256,0.860077037630733,0.999923837534591
"MT-CO2",8705345.74517453,-0.212383912021073,1.20802901466741,-0.175810273960635,0.860442997909581,0.999923837534591
"ADI1",434591.589533654,0.506913064182662,2.88536022158658,0.175684498729218,0.860541814104857,0.999923837534591
"SSBP1",55390681.2226733,-0.0459034049392069,0.261494785839413,-0.175542333633362,0.860653509741227,0.999923837534591
"MT-ATP8",148168320.014237,-0.242247224150596,1.38345990762382,-0.175102453504902,0.860999130438533,0.999923837534591
"HSPB3",20399628.4434961,0.0455154111708073,0.260026356336039,0.175041529682424,0.861047001339197,0.999923837534591
"HSPE1-MOB4",224892.658024929,-0.504903107872782,2.88536037045363,-0.174987884717292,0.861089153299514,0.999923837534591
"TM9SF2",3364229.13720406,-0.194797511430267,1.11660327170331,-0.174455436739958,0.861507549990591,0.999923837534591
"UFL1",844184.427333092,0.137882831498419,0.792828146955209,0.173912634191844,0.861934123291661,0.999923837534591
"TOMM20",4840913.16885602,-0.50007363037193,2.88536006898246,-0.173314116233779,0.862404528449126,0.999923837534591
"TOMM6",13220096.8299523,-0.370432418466103,2.13939046445262,-0.173148578822371,0.862534641190562,0.999923837534591
"PHKB",414451.731862657,0.225964538353947,1.30557847024588,0.17307618308947,0.862591545555962,0.999923837534591
"CDC42BPB",59243.4388212179,0.498916998135107,2.88536128006835,0.172913181299531,0.862719670542934,0.999923837534591
"SYNPO2L",480982.005593191,-0.331092248493146,1.92691757253754,-0.17182481140443,0.863575258935565,0.999923837534591
"PGAM5",620118.596989401,-0.442803152153996,2.58202530700626,-0.171494505089652,0.86383495074363,0.999923837534591
"AP1B1",489521.67783982,-0.221718152979543,1.29956535734128,-0.170609467024533,0.864530853463471,0.999923837534591
"SMPX",39153540.9746361,0.0686363699230892,0.405028673418685,0.169460520766979,0.865434423069855,0.999923837534591
"HTATSF1",42673.8426609269,-0.488047689039373,2.88536171768452,-0.169146102565964,0.865681722726926,0.999923837534591
"ECHDC3",8463406.48179393,-0.136528060248288,0.807918958580632,-0.168987320817602,0.865806614491312,0.999923837534591
"KANK1",85490.3745524454,-0.485877892686511,2.88536088445777,-0.168394149689812,0.866273210258596,0.999923837534591
"IQGAP2",89193.5492149757,0.481038332595183,2.88536086647404,0.166716870040253,0.867592830941376,0.999923837534591
"MT-ND1",20430290.0041755,0.187134914657712,1.12280981346729,0.166666618347261,0.867632372799739,0.999923837534591
"RAN",59974463.9350106,-0.031693742568055,0.19035760129464,-0.166495807640477,0.86776678214534,0.999923837534591
"COPE",773211.582465187,0.479002406553754,2.88536014796347,0.166011306038119,0.868148052705147,0.999923837534591
"ADIRF",4613772.24562876,-0.221811517818607,1.33774164139885,-0.165810430769474,0.868306137189154,0.999923837534591
"ISCA2",1326696.57170786,0.426710525346008,2.58036479801659,0.165368294310169,0.868654107543271,0.999923837534591
"FBLIM1",480689.722782339,-0.475992498769499,2.88536020180869,-0.164968137590282,0.868969060927462,0.999923837534591
"HEL-68",375179.175992249,-0.47464882082679,2.88536024326645,-0.164502447115391,0.869335620472213,0.999923837534591
"PABPC1",251444.758083708,0.246137546220872,1.49691283984559,0.164430112207643,0.86939256006324,0.999923837534591
"SMC1A",81022.8749879381,-0.472873690639254,2.88536092916326,-0.163887188552312,0.869819952786135,0.999923837534591
"RBBP9",526774.528865513,-0.471569843740625,2.88536018884874,-0.163435347019459,0.87017567412243,0.999923837534591
"LMO7",67155.7810076042,-0.471473263502706,2.88536110968527,-0.163401822364665,0.870202068129053,0.999923837534591
"HDGF",2532208.49807919,0.222145413548338,1.36090691994039,0.163233363203171,0.870334698445647,0.999923837534591
"GNA13",187223.775001949,0.470664878594478,2.88536044068017,0.163121692513233,0.870422620393603,0.999923837534591
"MRPL39",611927.320067662,-0.244786372577834,1.50337663823177,-0.16282438236219,0.870656710102169,0.999923837534591
"ENO3",523915.672894697,-0.469436710326215,2.88536018955735,-0.162696051614351,0.870757755924589,0.999923837534591
"TIMM17B",235047.237859605,0.467788241609686,2.88536036196275,0.16212472028675,0.871207639742607,0.999923837534591
"MRPL16",1335338.36397294,-0.310360923901368,1.91728912026267,-0.161874868334332,0.87140439394188,0.999923837534591
"HEL-S-162eP",1361214681.66785,-0.0164095181219496,0.101506007331387,-0.161660561314144,0.871573163447064,0.999923837534591
"EPHX1",4748665.12824683,-0.137460630457813,0.850337374376579,-0.161654226428177,0.871578152339379,0.999923837534591
"MRPL4",1599571.1051147,0.416052699061418,2.5739095191789,0.161642317245923,0.871587531153099,0.999923837534591
"PRKACB",702705.637133525,-0.416061459519163,2.58707319814701,-0.160823226732497,0.872232631067919,0.999923837534591
"DKFZp686N0561",264686.424164113,0.414824335637959,2.58898971524815,0.160226335854022,0.872702784382971,0.999923837534591
"DNAJC5",607481.527347539,0.461283771174382,2.88536017323507,0.159870429852503,0.87298314243825,0.999923837534591
"MRPL11",1512531.20703403,-0.308905225454071,1.93544886171598,-0.159603920085077,0.873193090789834,0.999923837534591
"NCAM2",2878557.65307662,-0.459457815645758,2.88536007889755,-0.159237600535913,0.873481680845942,0.999923837534591
"PLN",483909182.476457,-0.130281479145515,0.82053293320892,-0.158776660719776,0.873844837570335,0.999923837534591
"SLC2A4",1875884.19946753,0.337366119280877,2.13065564653848,0.15833911023068,0.874189591336463,0.999923837534591
"CES2",414442.222191373,-0.45649608520349,2.88536022508805,-0.158211124293695,0.874290438237036,0.999923837534591
"ADHFE1",134525.017253282,-0.456363623867665,2.88536058044267,-0.158165196738652,0.8743266274889,0.999923837534591
"PRPS1",1151496.46535663,-0.371018634859582,2.34761819143678,-0.158040449768586,0.874424924914898,0.999923837534591
"HTRA2",1129244.44762651,0.0535738522707517,0.341174727595968,0.157027610597804,0.875223087922458,0.999923837534591
"NHP2L1",2054357.93161347,-0.334785054674793,2.1370013150703,-0.156661136478421,0.875511917398704,0.999923837534591
"RDH11",452259.519871369,-0.445620109247233,2.84752305643355,-0.156493942424952,0.875643693663117,0.999923837534591
"PROSC",1020812.85688412,-0.276059112148089,1.76655771748207,-0.156269511839989,0.875820587097213,0.999923837534591
"DDRGK1",1177191.01461532,-0.333217357552323,2.13298340246107,-0.156221261341205,0.875858618359074,0.999923837534591
"TIMM10",880232.99285829,0.448220511454067,2.88536013624318,0.155343004092953,0.876550914714851,0.999923837534591
"ARIH2",312799.891397407,-0.36449329054563,2.34656004089485,-0.155330903191649,0.87656045405008,0.999923837534591
"RELA",353039.900218628,-0.44243635624206,2.85217749084253,-0.155122308363553,0.876724895527225,0.999923837534591
"URLC5",903093.238711842,-0.400149704887464,2.5809133309603,-0.155041899349087,0.876788285754634,0.999923837534591
"SEC24B",551608.048982934,-0.338119055964588,2.19041903561994,-0.154362727161423,0.877323740785947,0.999923837534591
"MRPL38",301645.123004239,0.444764248723044,2.88536029331047,0.154145133886469,0.877495301825123,0.999923837534591
"LGMN",840206.368050566,0.327892383180786,2.12885137036455,0.154023144943481,0.877591486312917,0.999923837534591
"SNTB1",187061.946300407,-0.444323562381259,2.88536043228969,-0.153992394644666,0.877615732252475,0.999923837534591
"ATP1B3",1948444.73600424,0.265177933471105,1.72493547523654,0.153732088694356,0.877820982411079,0.999923837534591
"TM4SF1",5034691.07187643,0.358918170330103,2.34564146065383,0.153014932738295,0.878386499344023,0.999923837534591
"RPL9",14694211.1161501,0.0610134339614469,0.400205205540764,0.152455373185375,0.878827785958046,0.999923837534591
"SLC9A3R2",1663359.2257794,-0.164761138405582,1.08386325340049,-0.152012846536373,0.879176803335694,0.999923837534591
"AP2A1",1668386.49716548,0.0553471481186634,0.364105193127784,0.152008675413863,0.879180093179862,0.999923837534591
"VTA1",10214784.6816813,-0.0334303142849909,0.220179850119808,-0.151831851401481,0.879319559581041,0.999923837534591
"TOMM40L",433072.872386803,-0.437531659037847,2.88536021747781,-0.151638487419192,0.879472075838461,0.999923837534591
"FUNDC2",29385480.0957204,-0.0537682682432146,0.355346418474281,-0.151312256006617,0.879729401701932,0.999923837534591
"SH3BGRL",19629456.58085,-0.0479919296080999,0.317676586759556,-0.151071660954429,0.879919187181558,0.999923837534591
"SFN",33056080.393229,0.0282099175168784,0.18739901976334,0.150533965185644,0.880343355691783,0.999923837534591
"EMD",6032239.06808759,-0.0457103851756271,0.303986958882583,-0.150369559745762,0.880473055984892,0.999923837534591
"CPA3",10494943.5417208,-0.0800771100354876,0.533507451587626,-0.150095579353563,0.880689207641303,0.999923837534591
"DNPEP",2603910.12322255,-0.168545001926773,1.12330842409011,-0.15004338818459,0.880730383886866,0.999923837534591
"POPDC2",5249583.40354137,0.160400705234052,1.0727474004691,0.149523275622864,0.881140744519997,0.999923837534591
"UBR4",45039.4562234678,-0.196699983833191,1.31666310294035,-0.149392797135367,0.881243695006672,0.999923837534591
"PXDN",152250.499812296,0.28487256898961,1.91537794561273,0.148729168382733,0.88176734417121,0.999923837534591
"GLRX5",16361893.4113039,0.0506996288256442,0.342436061215443,0.148055752789852,0.882298768667339,0.999923837534591
"FKBP4",541671.723937517,0.314103821326225,2.12570802086234,0.147764329928436,0.882528760844992,0.999923837534591
"C14orf159",38280692.9123387,-0.0388393385898936,0.263063600103946,-0.147642389804392,0.882624999456408,0.999923837534591
"RRM2B",1591294.22320303,0.425923536361504,2.88536009950174,0.147615383062604,0.882646314178968,0.999923837534591
"MRPS34",2504950.72255707,0.121644909730663,0.824149296399423,0.147600574631453,0.882658001578292,0.999923837534591
"MT-CO3",57735703.6833287,-0.268064597845037,1.82289009269732,-0.147054723111904,0.883088826982632,0.999923837534591
"ATP13A1",48972.7247606313,-0.423744223113997,2.8853614956693,-0.1468600117351,0.883242515625314,0.999923837534591
"HMGB2",9151512.18694142,-0.256286478806086,1.74529563759809,-0.146844163982896,0.883255024689957,0.999923837534591
"MYH3",39437159.5727756,-0.165127760276184,1.13708135039324,-0.145220709335421,0.884536615569365,0.999923837534591
"S100A13",57866821.8525021,-0.0417118234159937,0.287265456731992,-0.145203060230486,0.884550549828194,0.999923837534591
"PFDN2",5940539.79557156,-0.159364964492115,1.09970520717029,-0.14491607701139,0.884777132811214,0.999923837534591
"LRRFIP1",183965.513095953,0.416374679534052,2.88536044482089,0.144305949809989,0.885258880216799,0.999923837534591
"BABAM1",583899.072328516,0.371792115445724,2.5816090356545,0.144015654698647,0.885488107841991,0.999923837534591
"HNRNPUL2-BSCL2",772000.892630322,0.0578846201367899,0.402594738416083,0.143778878890777,0.885675081766957,0.999923837534591
"U5-116KD",276417.963989105,0.215115764673424,1.50023752026547,0.143387804775979,0.885983913830977,0.999923837534591
"STEAP4",2245842.44039565,-0.12436397269884,0.868430650629648,-0.143205416124674,0.886127952463312,0.999923837534591
"NSFL1C",1301032.36950695,-0.335078213694285,2.35265870664105,-0.142425338936086,0.88674404882401,0.999923837534591
"BZW1",369274.137477179,0.410706027337815,2.88536024871931,0.142341334160998,0.886810398958205,0.999923837534591
"MRPS18B",3463486.53209453,0.152891768093665,1.07473194278003,0.142260373966533,0.886874345118766,0.999923837534591
"SRRM1",56406.8850203222,0.408356697421026,2.88536132673307,0.14152705716181,0.887453586638747,0.999923837534591
"hCG_1993905",3068599.90332858,-0.123451322379817,0.872380245969557,-0.141510909892984,0.887466341924549,0.999923837534591
"COL14A1",6812227.1132992,0.0885703477907243,0.627055843864784,0.141247942519492,0.88767407304281,0.999923837534591
"COPS3",3829715.01074904,0.0462395590992847,0.328084834596757,0.140937813099825,0.88791906974169,0.999923837534591
"STAU1",70734.0144146813,0.405619452018906,2.8853610686609,0.140578403314756,0.88820301044343,0.999923837534591
"COPG1",1199591.9829377,0.158125702319002,1.1329340776082,0.139571847510165,0.888998285289581,0.999923837534591
"SCAMP1",14591820.1804671,-0.137239910004514,0.98765837609476,-0.138954838359358,0.889485836507531,0.999923837534591
"TBC1D17",583756.64381844,0.295622539529495,2.12970084897032,0.138809419957937,0.889600750003681,0.999923837534591
"RER1",657254.647732454,-0.399728826027253,2.88536016150302,-0.138536890943635,0.889816115938821,0.999923837534591
"SPCS1",5326948.41346376,0.325938465985402,2.35718788058957,0.138274283806295,0.890023648807882,0.999923837534591
"RAB1B",12432859.992474,0.0315543746020406,0.228822878633987,0.137898687362086,0.8903204878313,0.999923837534591
"RTN4IP1",7951182.02882262,0.0345180637018171,0.250697352488893,0.137688186010446,0.890486856663464,0.999923837534591
"CD99",38266014.8230254,0.0448057297449399,0.326160100567829,0.137373423870471,0.890735636552201,0.999923837534591
"hCG_40733",1047062.70087266,0.394422326527188,2.88536012273759,0.136697781125833,0.891269683473446,0.999923837534591
"TARDBP",958525.022010976,-0.321521258526832,2.35311021753004,-0.136636718557246,0.891317951469412,0.999923837534591
"CTSD",233939598.412034,0.0398368844047233,0.293085691060915,0.13592231084541,0.891882697653081,0.999923837534591
"NDUFA10",117519627.52112,-0.0229790868566348,0.169249042631388,-0.135770852817653,0.892002433739573,0.999923837534591
"ACTR1B",2522937.99730882,-0.153525975357403,1.13759634791441,-0.134956459414507,0.892646299659803,0.999923837534591
"ACTR1A",8536814.35370028,0.055251510810453,0.40976063369445,0.134838503914588,0.892739562096172,0.999923837534591
"DYNLT1",3181719.51712047,-0.205872163880756,1.56291951003592,-0.131722819095159,0.895203535758186,0.999923837534591
"SCP2",872195.600280705,-0.199304708504532,1.52275549955734,-0.130884248037501,0.89586687572621,0.999923837534591
"TMED2",9797044.36340095,-0.10208442655759,0.782743954089828,-0.130418671424033,0.896235195091717,0.999923837534591
"HSPC152",1082098.70294315,-0.37552144284133,2.88536011930289,-0.13014716614717,0.896449994240549,0.999923837534591
"EIF3E",678833.875350846,-0.278090364559501,2.14844983744957,-0.129437680932603,0.897011333378744,0.999923837534591
"ALYREF",6489269.95745616,0.205821355107104,1.59196485660073,0.129287624820179,0.897130063212255,0.999923837534591
"TTC37",94503.5649785486,0.371765291041944,2.88536081059962,0.128845338744545,0.897480029372094,0.999923837534591
"SPCS3",606370.068276646,0.370668740612198,2.88536017215732,0.128465327895289,0.89778073516274,0.999923837534591
"DRG1",209493.798809579,0.367806947377921,2.88536039532316,0.127473485798895,0.898565657233616,0.999923837534591
"DIABLO",11954316.2614228,-0.0219780420400547,0.172578214693252,-0.127351195972907,0.898662441606558,0.999923837534591
"MARCKS",5114613.90555194,0.103530679128029,0.813829661841041,0.127214187418313,0.898770876677673,0.999923837534591
"NDUFV3",23354137.1314987,0.0409477928735438,0.32324177442756,0.126678530168508,0.899194839362466,0.999923837534591
"FBLL1",499184.167976963,0.13474705898628,1.06668314938254,0.126323415781228,0.899475921617593,0.999923837534591
"HSPA12A",564790.944862138,-0.363786930626877,2.8853601787364,-0.126080249290122,0.899668401482617,0.999923837534591
"EIF3L",1595021.10929075,0.192587796665833,1.52750829524599,0.126079705927108,0.899668831591416,0.999923837534591
"NDUFAB1",161187619.524011,0.0293318744236936,0.233218722565648,0.12576980999215,0.899914140107707,0.999923837534591
"ACIN1",219893.921951605,0.188070613815393,1.49565462814998,0.125744680807777,0.899934032375432,0.999923837534591
"CNBP",2366979.96714467,0.215893446544485,1.71736949838073,0.125711704294298,0.899960136685918,0.999923837534591
"IER3IP1",14159999.0948727,0.218445697666924,1.73850221178324,0.125651665086383,0.900007664187222,0.999923837534591
"LAMTOR5",5048912.33363566,0.269997817502494,2.16006697104107,0.124995114097025,0.90052741839002,0.999923837534591
"RCSD1",524099.4185065,0.292247120602391,2.34698760673018,0.124520095361538,0.9009034904051,0.999923837534591
"LZIC",450729.752591449,0.320920280667336,2.5855034371926,0.12412293716221,0.901217937363904,0.999923837534591
"DKFZp781E0833",1037296.39951602,0.289814205060347,2.34853679131334,0.123402028928096,0.901788750502537,0.999923837534591
"EMC7",498095.776739812,-0.354919763153018,2.88536019533375,-0.123007090666531,0.902101483071176,0.999923837534591
"ACTBL2",450615.329053891,-0.354586364083323,2.88536021018156,-0.122891541524727,0.902192983740684,0.999923837534591
"GNB2",17489436.0781756,-0.0374450052425184,0.306136183673087,-0.122314862598877,0.902649661727468,0.999923837534591
"HNRPF",1906554.98167455,0.186602614393019,1.52991912618012,0.121968940187659,0.902923616718143,0.999923837534591
"FLJ00385",86878543.71028,0.0616167680491088,0.505482293871388,0.121896985900729,0.902980602730304,0.999923837534591
"SLC20A2",18555251.9638377,0.21440223713655,1.77089465448721,0.121070012037861,0.903635581346969,0.999923837534591
"CAPZA1",2403663.38873748,0.262283922613525,2.16642313011188,0.121067726321764,0.903637391767539,0.999923837534591
"AP3D1",171711.523041701,0.313942061952101,2.61339473065896,0.120128068779316,0.904381697720197,0.999923837534591
"FAM98B",1235729.1717961,-0.183339297995778,1.52653076403407,-0.120101934605811,0.904402399892317,0.999923837534591
"RPS20",38810661.039735,0.025001339378058,0.208736507882126,0.11977463660634,0.904661674332692,0.999923837534591
"PIP4K2A",234745.166588596,-0.345174419494614,2.88536035335424,-0.119629570390869,0.904776594150221,0.999923837534591
"FASTKD2",212235.674823693,0.22893381511166,1.91972312738663,0.119253558935509,0.905074475456824,0.999923837534591
"SLC35F6",447295.745384839,0.343712709032527,2.88536021361468,0.119122980697767,0.90517792441102,0.999923837534591
"ACAD10",1506600.08877455,-0.343285537731586,2.88536010089241,-0.118974937521806,0.905295211687493,0.999923837534591
"FHIT",2000969.0440449,0.228651337626946,1.92577835930209,0.118731907294778,0.905487756978417,0.999923837534591
"RAB2B",366201.580891915,0.33820128581968,2.85598263299554,0.118418537253132,0.905736038516276,0.999923837534591
"CHTOP",2985557.32853261,0.178970598339334,1.51260906055404,0.118319136785933,0.905814794941932,0.999923837534591
"HBS1L",102264.535590468,-0.339581071896262,2.88536074052683,-0.117691028066826,0.906312475938428,0.999923837534591
"PRPSAP2",636385.583730187,0.177235492900605,1.50991205271345,0.117381335278499,0.906557874106487,0.999923837534591
"CORO6",1454120.24548181,0.17896430447175,1.53653553314727,0.116472610369888,0.907277992095717,0.999923837534591
"XPO1",225745.109656466,-0.303893764396139,2.60937573524555,-0.11646224815053,0.907286204064962,0.999923837534591
"MLLT4",27212.6865091938,0.335940567758661,2.88536267074159,0.116429234759705,0.907312366957819,0.999923837534591
"TTC1",449251.130251591,-0.335812047813085,2.88536021047731,-0.116384791955502,0.907347587743638,0.999923837534591
"DKFZp686K03196",2486916.47141679,-0.274573435685944,2.36014612924725,-0.116337472618069,0.907385088373452,0.999923837534591
"SNRPD2",8739932.55675124,-0.153901498467669,1.32503262458129,-0.116149214451456,0.90753428523255,0.999923837534591
"BASP1",931673.683179709,0.223600821554562,1.92630163592431,0.116077782100449,0.9075908970831,0.999923837534591
"MYO1C",567709.031903879,0.334764490448894,2.88536017970683,0.116021733717455,0.907635317098885,0.999923837534591
"VPS13A",161334.445075983,-0.153493967327808,1.32381279868098,-0.115948393519647,0.907693441830087,0.999923837534591
"NCOA2",1622929.50961448,-0.272401057711728,2.35119276332213,-0.115856539693852,0.907766239971116,0.999923837534591
"CD5L",410401.805276747,0.333950680835446,2.885360227757,0.115739683947557,0.907858854338218,0.999923837534591
"ACTA2",968644.760475726,-0.197875619529437,1.71208974613145,-0.115575494787318,0.907988985058581,0.999923837534591
"MPI",3725674.83079173,0.0974867457732977,0.846188650040399,0.115206869967641,0.908281153490393,0.999923837534591
"KRT9",273817.017953175,0.332082417838096,2.88536031428302,0.115092183182195,0.908372055648992,0.999923837534591
"PHYHD1",964173.039273775,0.296164926373358,2.57975384952938,0.114803560202996,0.908600827083721,0.999923837534591
"DYNLRB1",21439780.7412232,0.0368451126168307,0.322817044756187,0.11413620567854,0.909129821765057,0.999923837534591
"DCTN3",623197.396536118,-0.329204657345254,2.88536016684445,-0.114094822936883,0.909162626123887,0.999923837534591
"C14orf166",3254821.99153063,-0.0923060142729218,0.811914861590421,-0.113689277829092,0.90948411246192,0.999923837534591
"ASPH",1176277.34153461,-0.123911332335794,1.10140277356356,-0.112503196205764,0.910424435627764,0.999923837534591
"RPL11",22605997.9976442,0.0246186272103037,0.219303435332542,0.112258283473641,0.910618617631184,0.999923837534591
"EIF3M",575807.313112594,-0.321914249120246,2.88536017605403,-0.111568133431609,0.911165840069311,0.999923837534591
"ISOC2",17334042.7334908,0.0518138797157188,0.4654979056626,0.111308513068315,0.911371704905293,0.999923837534591
"EXOC2",35448.7171587646,-0.320699966943723,2.88536203185335,-0.111147219448829,0.911499604975142,0.999923837534591
"SORBS1",384490.261172755,-0.320337415704556,2.8853602366221,-0.111021636618787,0.911599189254348,0.999923837534591
"AK3",75001513.074931,-0.0184223833195999,0.16669638869568,-0.11051459161021,0.912001278321109,0.999923837534591
"SF3B5",961929.985012127,0.318137372292375,2.88536012819091,0.110259155931375,0.912203848551958,0.999923837534591
"IARS2",12463250.6938385,-0.0234431837530778,0.214275676360624,-0.109406649187858,0.912879960119797,0.999923837534591
"RAB23",377654.252380459,0.315082393530355,2.88536024245277,0.109200365657812,0.913043570291941,0.999923837534591
"HSPB8",24326711.5059016,-0.0314389824205965,0.291659578161138,-0.107793416622261,0.914159565236029,0.999923837534591
"P4HA1",89898.4475306151,-0.310765942459845,2.88536083367454,-0.107704360173241,0.914230210718371,0.999923837534591
"pk",10687938.5319491,0.0327608816513866,0.304426913885952,0.107614932047893,0.914301151720895,0.999923837534591
"CKAP5",48652.679810469,-0.282379223964274,2.62700853740668,-0.107490790358463,0.914399631221192,0.999923837534591
"HIGD1A",43853549.6065109,0.0216335128022752,0.201739488481689,0.107234894690628,0.914602633066374,0.999923837534591
"LAMTOR3",1366332.29430523,-0.309199361061867,2.88536010557716,-0.10716144597141,0.91466090091084,0.999923837534591
"HBA2",2155226.20427208,-0.185148584456446,1.73569175582209,-0.106671350967357,0.915049711511569,0.999923837534591
"TRIP10",320062.859567462,-0.307309423763891,2.88536027317053,-0.106506430625459,0.915180553530275,0.999923837534591
"CLPTM1",248762.263901574,0.305698635636638,2.88536033967635,0.105948165791635,0.91562347831854,0.999923837534591
"TACO1",5762403.63126775,0.0301939841992125,0.286450407768222,0.10540737028255,0.916052568006733,0.999923837534591
"OSBP",253877.639416471,-0.201641929690291,1.91418734530834,-0.105340749527215,0.91610542938441,0.999923837534591
"UNC84B",866993.507292961,-0.0462705798410784,0.439398726378131,-0.105304310329884,0.916134342845683,0.999923837534591
"ABHD10",17879705.6890774,-0.0244990515454533,0.233567918603527,-0.104890481928897,0.916462711625822,0.999923837534591
"MTX1",3337042.14110365,-0.113949692394974,1.09653115565291,-0.10391833538658,0.91723415635224,0.999923837534591
